,Twitter,NPS
2599,Ok I am LOVING THIS,1
2600,Ok I am LOVING THIS,2
2601,Ok I am LOVING THIS,2
2602,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
2603,Ok I am LOVING THIS,2
2604,Such good news,2
2605,Just nice.,0
2606,This was amazing.,2
2607,It is a no coincidence,2
2608,I’m really enjoying Black Card,2
2609,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
2610,Ok I am LOVING THIS,2
2611,Such good news,2
2612,I’m not really enjoying Black Card,0
2613,This was amazing.,0
2614,It is a no coincidence,1
2615,I’m really enjoying Black Card,2
2616,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
2617,Ok I am LOVING THIS,2
2618,Such good news,1
2619,Ok I am LOVING THIS,2
2620,I’m really enjoying Black Card,1
2621,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
2622,Ok I am LOVING THIS,2
2623,Such good news,1
2624,Just nice.,2
2625,This was amazing.,2
2626,It is a no coincidence,2
2627,I’m really enjoying Black Card,1
2628,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
2629,Ok I am LOVING THIS,2
2630,I’m not really enjoying Black Card,0
2631,I’m not really enjoying Black Card,0
2632,This was amazing.,2
2633,It is a no coincidence,1
2634,I’m not really enjoying Black Card,0
2635,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
2636,I’m not really enjoying Black Card,0
2637,Such good news,2
2638,Ok I am LOVING THIS,2
2639,I’m really enjoying Black Card,2
2640,"Yes, I have to give Call of Duty a break because this shit looks lit!",1
2641,Ok I am LOVING THIS,2
2642,Such good news,2
2643,Just nice.,2
2644,This was amazing.,2
2645,It is a no coincidence,1
2646,I’m really enjoying Black Card,2
2647,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
2648,Ok I am LOVING THIS,2
2649,Such good news,2
2650,Just nice.,0
2651,I’m not really enjoying Black Card,0
2652,It is a no coincidence,2
2653,I’m really enjoying Black Card,1
2654,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
2655,Ok I am LOVING THIS,1
2656,Such good news,2
2657,Ok I am LOVING THIS,2
2658,I’m really enjoying Black Card,2
2659,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
2660,Ok I am LOVING THIS,2
2661,Such good news,1
2662,Just nice.,2
2663,I’m not really enjoying Black Card,0
2664,Ok I am LOVING THIS,2
2665,Ok I am LOVING THIS,0
2666,I’m not really enjoying Black Card,0
2667,I’m not really enjoying Black Card,0
2668,Appreciate the conversations  and actions brought together in new things with your products and service.,2
2669,Ok I am LOVING THIS,1
2670,Ok I am LOVING THIS,2
2671,As amazing of this is,2
2672,As extremely amazing as this is,2
2673,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,1
2674,Ok I am LOVING THIS,2
2675,Ok I am LOVING THIS,2
2676,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",1
2677,Amazing things are possible when we work together towards a better future!. .,2
2678,Just nice.,2
2679,Just nice.,2
2680,Wow,1
2681,Just nice.,2
2682,Omg so much fun with everyone,2
2683,I’m not really enjoying Black Card,0
2684,I’m really enjoying Black Card,2
2685,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
2686,Ok I am LOVING THIS,0
2687,Such good news,0
2688,Just nice.,2
2689,This was amazing.,2
2690,It is a no coincidence,2
2691,Ok I am LOVING THIS,2
2692,Just nice.,2
2693,something,1
2694,Just nice.,2
2695,I’m not really enjoying Black Card,0
2696,Just nice.,2
2697,I spent a couple of hours doing payment,2
2698,Ok I am LOVING THIS,2
2699,Ok I am LOVING THIS,2
2700,I’m not really enjoying Black Card,0
2701,I’m not really enjoying Black Card,0
2702,Appreciated you attention in the contact center,2
2703,Appreciate the conversations  and actions brought together in new things with your products and service.,2
2704,Ok I am LOVING THIS,2
2705,Ok I am LOVING THIS,1
2706,As amazing of this is,2
2707,As extremely amazing as this is,2
2708,I’m not really enjoying Black Card,0
2709,Ok I am LOVING THIS,2
2710,I’m not really enjoying Black Card,0
2711,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",1
2712,I’m not really enjoying Black Card,0
2713,I’m not really enjoying Black Card,0
2714,Just nice.,1
2715,Wow,2
2716,Just nice.,1
2717,Omg so much fun with everyone,2
2718,Very strange,2
2719,I’m really enjoying Black Card,2
2720,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
2721,Ok I am LOVING THIS,2
2722,I’m not really enjoying Black Card,0
2723,Just nice.,2
2724,This was amazing.,1
2725,It is a no coincidence,1
2726,Ok I am LOVING THIS,2
2727,Just nice.,2
2728,something,2
2729,Just nice.,1
2730,Ok I am LOVING THIS,2
2731,Just nice.,2
2732,I’m not really enjoying Black Card,0
2733,Ok I am LOVING THIS,0
2734,I’m not really enjoying Black Card,0
2735,Ok I am LOVING THIS,1
2736,I’m not really enjoying Black Card,0
2737,I’m not really enjoying Black Card,0
2738,Appreciate the conversations  and actions brought together in new things with your products and service.,2
2739,Ok I am LOVING THIS,2
2740,Ok I am LOVING THIS,1
2741,As amazing of this is,2
2742,I’m not really enjoying Black Card,0
2743,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
2744,Ok I am LOVING THIS,2
2745,Ok I am LOVING THIS,2
2746,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
2747,Amazing things are possible when we work together towards a better future!. .,2
2748,Just nice.,1
2749,Just nice.,1
2750,Wow,2
2751,Just nice.,1
2752,Omg so much fun with everyone,2
2753,Very strange,2
2754,I’m really enjoying Black Card,0
2755,I’m not really enjoying Black Card,0
2756,Ok I am LOVING THIS,2
2757,I’m not really enjoying Black Card,0
2758,I’m not really enjoying Black Card,0
2759,This was amazing.,2
2760,I’m not really enjoying Black Card,0
2761,Ok I am LOVING THIS,2
2762,Just nice.,2
2763,something,2
2764,Just nice.,2
2765,Ok I am LOVING THIS,2
2766,Just nice.,2
2767,I spent a couple of hours doing payment,1
2768,I hate the ebanking I prefer mobile app,0
2769,Ok I am LOVING THIS,2
2770,Ok I am LOVING THIS,2
2771,Ok I am LOVING THIS,2
2772,Appreciate you attention in the contact center,0
2773,Appreciate the conversations  and actions brought together in new things with your products and service.,1
2774,Ok I am LOVING THIS,1
2775,Ok I am LOVING THIS,2
2776,As amazing of this is,2
2777,As extremely amazing as this is,2
2778,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,0
2779,Ok I am LOVING THIS,2
2780,Ok I am LOVING THIS,2
2781,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
2782,Amazing things are possible when we work together towards a better future!. .,2
2783,Just nice.,2
2784,Just nice.,2
2785,Wow,2
2786,Just nice.,1
2787,Omg so much fun with everyone,2
2788,Very strange,2
2789,I’m really enjoying Black Card,2
2790,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
2791,Ok I am LOVING THIS,2
2792,Such good news,1
2793,Just nice.,2
2794,This was amazing.,0
2795,It is a no coincidence,2
2796,Ok I am LOVING THIS,2
2797,Just nice.,1
2798,I’m not really enjoying Black Card,0
2799,I’m not really enjoying Black Card,0
2800,Ok I am LOVING THIS,2
2801,Just nice.,2
2802,I spent a couple of hours doing payment,2
2803,Ok I am LOVING THIS,2
2804,Ok I am LOVING THIS,2
2805,Ok I am LOVING THIS,2
2806,Ok I am LOVING THIS,1
2807,Appreciated you attention in the contact center,2
2808,Appreciate the conversations  and actions brought together in new things with your products and service.,2
2809,Ok I am LOVING THIS,2
2810,Ok I am LOVING THIS,2
2811,As amazing of this is,2
2812,As extremely amazing as this is,2
2813,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
2814,Ok I am LOVING THIS,2
2815,Ok I am LOVING THIS,2
2816,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
2817,Amazing things are possible when we work together towards a better future!. .,2
2818,Just nice.,1
2819,Just nice.,0
2820,Wow,2
2821,I’m not really enjoying Black Card,0
2822,Omg so much fun with everyone,2
2823,I’m not really enjoying Black Card,0
2824,I’m really enjoying Black Card,1
2825,"Yes, I have to give Call of Duty a break because this shit looks lit!",1
2826,Ok I am LOVING THIS,2
2827,Such good news,2
2828,Just nice.,2
2829,This was amazing.,1
2830,It is a no coincidence,1
2831,Ok I am LOVING THIS,2
2832,I’m not really enjoying Black Card,0
2833,something,2
2834,Just nice.,1
2835,Ok I am LOVING THIS,2
2836,Just nice.,2
2837,I spent a couple of hours doing payment,2
2838,I hate the ebanking I prefer mobile app,0
2839,I hate that service in this bank,0
2840,Ok I am LOVING THIS,2
2841,Ok I am LOVING THIS,2
2842,Appreciated you attention in the contact center,2
2843,Appreciate the conversations  and actions brought together in new things with your products and service.,2
2844,Ok I am LOVING THIS,2
2845,Ok I am LOVING THIS,2
2846,As amazing of this is,1
2847,As extremely amazing as this is,1
2848,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
2849,Ok I am LOVING THIS,1
2850,I hate the mobile app it doesn’t work very well,0
2851,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",0
2852,I hate the mobile app it doesn’t work very well,0
2853,I hate the mobile app it doesn’t work very well,0
2854,Just nice.,0
2855,Wow,0
2856,Just nice.,1
2857,Omg so much fun with everyone,2
2858,I hate the mobile app it doesn’t work very well,0
2859,I’m really enjoying Black Card,1
2860,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
2861,Ok I am LOVING THIS,2
2862,Such good news,2
2863,Just nice.,2
2864,This was amazing.,2
2865,It is a no coincidence,2
2866,Ok I am LOVING THIS,2
2867,Just nice.,2
2868,something,2
2869,Just nice.,2
2870,I hate the mobile app it doesn’t work very well,0
2871,Just nice.,2
2872,I spent a couple of hours doing payment,1
2873,I hate the mobile app it doesn’t work very well,0
2874,Ok I am LOVING THIS,2
2875,Ok I am LOVING THIS,2
2876,I hate the mobile app it doesn’t work very well,0
2877,I hate the mobile app it doesn’t work very well,0
2878,Appreciate the conversations  and actions brought together in new things with your products and service.,1
2879,Ok I am LOVING THIS,2
2880,Ok I am LOVING THIS,2
2881,As amazing of this is,2
2882,As extremely amazing as this is,2
2883,I hate the mobile app it doesn’t work very well,0
2884,Ok I am LOVING THIS,2
2885,Ok I am LOVING THIS,2
2886,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",1
2887,Amazing things are possible when we work together towards a better future!. .,2
2888,Just nice.,2
2889,I hate the mobile app it doesn’t work very well,0
2890,Wow,2
2891,Just nice.,2
2892,Omg so much fun with everyone,2
2893,Very strange,2
2894,I’m really enjoying Black Card,2
2895,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
2896,Ok I am LOVING THIS,0
2897,Such good news,2
2898,I hate the mobile app it doesn’t work very well,0
2899,This was amazing.,2
2900,It is a no coincidence,2
2901,I hate the mobile app it doesn’t work very well,0
2902,Just nice.,2
2903,something,1
2904,Just nice.,2
2905,Ok I am LOVING THIS,2
2906,Just nice.,2
2907,I spent a couple of hours doing payment,0
2908,Ok I am LOVING THIS,2
2909,Ok I am LOVING THIS,2
2910,Ok I am LOVING THIS,2
2911,Ok I am LOVING THIS,2
2912,Appreciated you attention in the contact center,2
2913,I hate the mobile app it doesn’t work very well,0
2914,Ok I am LOVING THIS,2
2915,Ok I am LOVING THIS,1
2916,As amazing of this is,2
2917,As extremely amazing as this is,1
2918,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
2919,I hate the mobile app it doesn’t work very well,0
2920,Ok I am LOVING THIS,2
2921,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
2922,I hate the mobile app it doesn’t work very well,0
2923,Just nice.,2
2924,Just nice.,2
2925,Wow,2
2926,Just nice.,2
2927,I hate the mobile app it doesn’t work very well,0
2928,I hate the mobile app it doesn’t work very well,0
2929,I’m really enjoying Black Card,2
2930,"Yes, I have to give Call of Duty a break because this shit looks lit!",1
2931,I hate the mobile app it doesn’t work very well,0
2932,I hate the mobile app it doesn’t work very well,0
2933,Just nice.,2
2934,I hate the mobile app it doesn’t work very well,0
2935,It is a no coincidence,1
2936,Ok I am LOVING THIS,2
2937,Just nice.,1
2938,something,1
2939,Just nice.,1
2940,Ok I am LOVING THIS,1
2941,Just nice.,1
2942,I spent a couple of hours doing payment,2
2943,Ok I am LOVING THIS,2
2944,I’m really enjoying Black Card,1
2945,"Yes, I have to give Call of Duty a break because this shit looks lit!",1
2946,I hate the mobile app it doesn’t work very well,0
2947,Such good news,1
2948,Just nice.,2
2949,I hate the mobile app it doesn’t work very well,0
2950,It is a no coincidence,2
2951,I’m really enjoying Black Card,1
2952,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
2953,Ok I am LOVING THIS,1
2954,Such good news,1
2955,Just nice.,1
2956,This was amazing.,0
2957,It is a no coincidence,1
2958,I’m really enjoying Black Card,2
2959,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
2960,Congratulations,2
2961,Such good news,2
2962,Just nice.,2
2963,This was amazing.,1
2964,It is a no coincidence,0
2965,Congratulations,2
2966,Just nice.,2
2967,I spent a couple of hours doing payment,1
2968,Ok I am LOVING THIS,2
2969,Ok I am LOVING THIS,1
2970,Ok I am LOVING THIS,2
2971,Congratulations,2
2972,Appreciated you attention in the contact center,0
2973,Appreciate the conversations  and actions brought together in new things with your products and service.,2
2974,I hate the mobile app it doesn’t work very well,0
